batch_no,ctq_name,feature_name,feature_value,feature_type,target_value
YOG2026051312,双歧杆菌数,待装罐储存温度,4.4,numeric,55806192.8
YOG2026051312,双歧杆菌数,配料糖添加量,7.5,numeric,55806192.8
YOG2026051312,双歧杆菌数,配料蛋白质含量,3.5,numeric,55806192.8
YOG2026051313,双歧杆菌数,发酵时间,7.3,numeric,60137175.3
YOG2026051313,双歧杆菌数,发酵温度,40.1,numeric,60137175.3
YOG2026051313,双歧杆菌数,菌种类型,BB536,categorical,60137175.3
YOG2026051313,双歧杆菌数,待装罐储存温度,4.5,numeric,60137175.3
YOG2026051313,双歧杆菌数,配料糖添加量,7.4,numeric,60137175.3
YOG2026051313,双歧杆菌数,配料蛋白质含量,3.5,numeric,60137175.3
YOG2026051314,双歧杆菌数,发酵时间,6.3,numeric,65388371.2
YOG2026051314,双歧杆菌数,发酵温度,39.9,numeric,65388371.2
YOG2026051314,双歧杆菌数,菌种类型,BB536,categorical,65388371.2
YOG2026051314,双歧杆菌数,待装罐储存温度,3.1,numeric,65388371.2
YOG2026051314,双歧杆菌数,配料糖添加量,7.5,numeric,65388371.2
YOG2026051314,双歧杆菌数,配料蛋白质含量,3.7,numeric,65388371.2
YOG2026051315,双歧杆菌数,发酵时间,7.5,numeric,65074357.0
YOG2026051315,双歧杆菌数,发酵温度,40.5,numeric,65074357.0
YOG2026051315,双歧杆菌数,菌种类型,BB536,categorical,65074357.0
YOG2026051315,双歧杆菌数,待装罐储存温度,2.9,numeric,65074357.0
YOG2026051315,双歧杆菌数,配料糖添加量,7.8,numeric,65074357.0
YOG2026051315,双歧杆菌数,配料蛋白质含量,3.7,numeric,65074357.0
YOG2026051316,双歧杆菌数,发酵时间,7.1,numeric,61097946.6
YOG2026051316,双歧杆菌数,发酵温度,41.9,numeric,61097946.6
YOG2026051316,双歧杆菌数,菌种类型,Bb-12,categorical,61097946.6
YOG2026051316,双歧杆菌数,待装罐储存温度,4.4,numeric,61097946.6
YOG2026051316,双歧杆菌数,配料糖添加量,8.1,numeric,61097946.6
YOG2026051316,双歧杆菌数,配料蛋白质含量,3.4,numeric,61097946.6
YOG2026051317,双歧杆菌数,发酵时间,7.1,numeric,67156522.1
YOG2026051317,双歧杆菌数,发酵温度,39.9,numeric,67156522.1
YOG2026051317,双歧杆菌数,菌种类型,HN019,categorical,67156522.1
YOG2026051317,双歧杆菌数,待装罐储存温度,4.7,numeric,67156522.1
YOG2026051317,双歧杆菌数,配料糖添加量,8.7,numeric,67156522.1
YOG2026051317,双歧杆菌数,配料蛋白质含量,3.3,numeric,67156522.1
YOG2026051318,双歧杆菌数,发酵时间,6.3,numeric,49246604.6
YOG2026051318,双歧杆菌数,发酵温度,38.5,numeric,49246604.6
YOG2026051318,双歧杆菌数,菌种类型,BL21,categorical,49246604.6
YOG2026051318,双歧杆菌数,待装罐储存温度,4.5,numeric,49246604.6
YOG2026051318,双歧杆菌数,配料糖添加量,7.2,numeric,49246604.6
YOG2026051318,双歧杆菌数,配料蛋白质含量,3.1,numeric,49246604.6
YOG2026051319,双歧杆菌数,发酵时间,7.2,numeric,61455916.8
YOG2026051319,双歧杆菌数,发酵温度,42.0,numeric,61455916.8
YOG2026051319,双歧杆菌数,菌种类型,Bb-12,categorical,61455916.8
YOG2026051319,双歧杆菌数,待装罐储存温度,4.0,numeric,61455916.8
YOG2026051319,双歧杆菌数,配料糖添加量,8.6,numeric,61455916.8
YOG2026051319,双歧杆菌数,配料蛋白质含量,3.5,numeric,61455916.8
YOG2026051320,双歧杆菌数,发酵时间,7.0,numeric,72319687.6
YOG2026051320,双歧杆菌数,发酵温度,40.7,numeric,72319687.6
YOG2026051320,双歧杆菌数,菌种类型,HN019,categorical,72319687.6
YOG2026051320,双歧杆菌数,待装罐储存温度,3.7,numeric,72319687.6
YOG2026051320,双歧杆菌数,配料糖添加量,8.2,numeric,72319687.6
YOG2026051320,双歧杆菌数,配料蛋白质含量,3.6,numeric,72319687.6
YOG2026051401,双歧杆菌数,发酵时间,6.7,numeric,72436553.3
YOG2026051401,双歧杆菌数,发酵温度,40.8,numeric,72436553.3
YOG2026051401,双歧杆菌数,菌种类型,Bb-12,categorical,72436553.3
YOG2026051401,双歧杆菌数,待装罐储存温度,3.8,numeric,72436553.3
YOG2026051401,双歧杆菌数,配料糖添加量,7.5,numeric,72436553.3
YOG2026051401,双歧杆菌数,配料蛋白质含量,3.6,numeric,72436553.3
YOG2026051402,双歧杆菌数,发酵时间,6.6,numeric,67343063.0
YOG2026051402,双歧杆菌数,发酵温度,40.0,numeric,67343063.0
YOG2026051402,双歧杆菌数,菌种类型,BL21,categorical,67343063.0
YOG2026051402,双歧杆菌数,待装罐储存温度,4.0,numeric,67343063.0
YOG2026051402,双歧杆菌数,配料糖添加量,8.8,numeric,67343063.0
YOG2026051402,双歧杆菌数,配料蛋白质含量,3.6,numeric,67343063.0
YOG2026051403,双歧杆菌数,发酵时间,7.0,numeric,67366286.0
YOG2026051403,双歧杆菌数,发酵温度,40.7,numeric,67366286.0
YOG2026051403,双歧杆菌数,菌种类型,Bb-12,categorical,67366286.0
YOG2026051403,双歧杆菌数,待装罐储存温度,5.4,numeric,67366286.0
YOG2026051403,双歧杆菌数,配料糖添加量,8.4,numeric,67366286.0
YOG2026051403,双歧杆菌数,配料蛋白质含量,3.5,numeric,67366286.0
YOG2026051404,双歧杆菌数,发酵时间,6.3,numeric,65168788.8
YOG2026051404,双歧杆菌数,发酵温度,39.1,numeric,65168788.8
YOG2026051404,双歧杆菌数,菌种类型,HN019,categorical,65168788.8
YOG2026051404,双歧杆菌数,待装罐储存温度,3.7,numeric,65168788.8
YOG2026051404,双歧杆菌数,配料糖添加量,7.6,numeric,65168788.8
YOG2026051404,双歧杆菌数,配料蛋白质含量,3.5,numeric,65168788.8
YOG2026051405,双歧杆菌数,发酵时间,7.0,numeric,76053304.0
YOG2026051405,双歧杆菌数,发酵温度,40.4,numeric,76053304.0
YOG2026051405,双歧杆菌数,菌种类型,Bb-12,categorical,76053304.0
YOG2026051405,双歧杆菌数,待装罐储存温度,3.9,numeric,76053304.0
YOG2026051405,双歧杆菌数,配料糖添加量,8.3,numeric,76053304.0
YOG2026051405,双歧杆菌数,配料蛋白质含量,3.5,numeric,76053304.0
YOG2026051406,双歧杆菌数,发酵时间,6.0,numeric,59210568.8
YOG2026051406,双歧杆菌数,发酵温度,39.2,numeric,59210568.8
YOG2026051406,双歧杆菌数,菌种类型,BL21,categorical,59210568.8
YOG2026051406,双歧杆菌数,待装罐储存温度,3.9,numeric,59210568.8
YOG2026051406,双歧杆菌数,配料糖添加量,7.2,numeric,59210568.8
YOG2026051406,双歧杆菌数,配料蛋白质含量,3.6,numeric,59210568.8
YOG2026051407,双歧杆菌数,发酵时间,7.8,numeric,53860447.4
YOG2026051407,双歧杆菌数,发酵温度,41.0,numeric,53860447.4
YOG2026051407,双歧杆菌数,菌种类型,BB536,categorical,53860447.4
YOG2026051407,双歧杆菌数,待装罐储存温度,3.8,numeric,53860447.4
YOG2026051407,双歧杆菌数,配料糖添加量,9.0,numeric,53860447.4
YOG2026051407,双歧杆菌数,配料蛋白质含量,3.5,numeric,53860447.4
YOG2026051408,双歧杆菌数,发酵时间,6.8,numeric,65890187.5
YOG2026051408,双歧杆菌数,发酵温度,39.5,numeric,65890187.5
YOG2026051408,双歧杆菌数,菌种类型,BL21,categorical,65890187.5
YOG2026051408,双歧杆菌数,待装罐储存温度,3.7,numeric,65890187.5
YOG2026051408,双歧杆菌数,配料糖添加量,7.7,numeric,65890187.5
YOG2026051408,双歧杆菌数,配料蛋白质含量,3.5,numeric,65890187.5
YOG2026051409,双歧杆菌数,发酵时间,7.1,numeric,68728722.8
YOG2026051409,双歧杆菌数,发酵温度,40.0,numeric,68728722.8
YOG2026051409,双歧杆菌数,菌种类型,BL21,categorical,68728722.8
YOG2026051409,双歧杆菌数,待装罐储存温度,4.4,numeric,68728722.8
YOG2026051409,双歧杆菌数,配料糖添加量,8.8,numeric,68728722.8
YOG2026051409,双歧杆菌数,配料蛋白质含量,3.7,numeric,68728722.8
YOG2026051410,双歧杆菌数,发酵时间,6.3,numeric,55325385.6
YOG2026051410,双歧杆菌数,发酵温度,38.0,numeric,55325385.6
YOG2026051410,双歧杆菌数,菌种类型,Bb-12,categorical,55325385.6
YOG2026051410,双歧杆菌数,待装罐储存温度,4.9,numeric,55325385.6
YOG2026051410,双歧杆菌数,配料糖添加量,7.0,numeric,55325385.6
YOG2026051410,双歧杆菌数,配料蛋白质含量,3.5,numeric,55325385.6
YOG2026051411,双歧杆菌数,发酵时间,6.4,numeric,61154972.7
YOG2026051411,双歧杆菌数,发酵温度,38.6,numeric,61154972.7
YOG2026051411,双歧杆菌数,菌种类型,Bb-12,categorical,61154972.7
YOG2026051411,双歧杆菌数,待装罐储存温度,4.5,numeric,61154972.7
YOG2026051411,双歧杆菌数,配料糖添加量,8.5,numeric,61154972.7
YOG2026051411,双歧杆菌数,配料蛋白质含量,3.4,numeric,61154972.7
YOG2026051412,双歧杆菌数,发酵时间,5.7,numeric,61614350.3
YOG2026051412,双歧杆菌数,发酵温度,39.6,numeric,61614350.3
YOG2026051412,双歧杆菌数,菌种类型,HN019,categorical,61614350.3
YOG2026051412,双歧杆菌数,待装罐储存温度,4.4,numeric,61614350.3
YOG2026051412,双歧杆菌数,配料糖添加量,7.0,numeric,61614350.3
YOG2026051412,双歧杆菌数,配料蛋白质含量,3.5,numeric,61614350.3
YOG2026051413,双歧杆菌数,发酵时间,7.0,numeric,76302852.1
YOG2026051413,双歧杆菌数,发酵温度,40.5,numeric,76302852.1
YOG2026051413,双歧杆菌数,菌种类型,Bb-12,categorical,76302852.1
YOG2026051413,双歧杆菌数,待装罐储存温度,4.1,numeric,76302852.1
YOG2026051413,双歧杆菌数,配料糖添加量,7.3,numeric,76302852.1
YOG2026051413,双歧杆菌数,配料蛋白质含量,3.7,numeric,76302852.1
YOG2026051414,双歧杆菌数,发酵时间,6.9,numeric,69489427.4
YOG2026051414,双歧杆菌数,发酵温度,40.0,numeric,69489427.4
YOG2026051414,双歧杆菌数,菌种类型,BL21,categorical,69489427.4
YOG2026051414,双歧杆菌数,待装罐储存温度,3.1,numeric,69489427.4
YOG2026051414,双歧杆菌数,配料糖添加量,7.7,numeric,69489427.4
YOG2026051414,双歧杆菌数,配料蛋白质含量,3.3,numeric,69489427.4
YOG2026051415,双歧杆菌数,发酵时间,6.9,numeric,74687016.0
YOG2026051415,双歧杆菌数,发酵温度,41.4,numeric,74687016.0
YOG2026051415,双歧杆菌数,菌种类型,Bb-12,categorical,74687016.0
YOG2026051415,双歧杆菌数,待装罐储存温度,2.6,numeric,74687016.0
YOG2026051415,双歧杆菌数,配料糖添加量,6.9,numeric,74687016.0
YOG2026051415,双歧杆菌数,配料蛋白质含量,3.8,numeric,74687016.0
YOG2026051416,双歧杆菌数,发酵时间,6.9,numeric,71426333.7
YOG2026051416,双歧杆菌数,发酵温度,39.5,numeric,71426333.7
YOG2026051416,双歧杆菌数,菌种类型,HN019,categorical,71426333.7
YOG2026051416,双歧杆菌数,待装罐储存温度,5.0,numeric,71426333.7
YOG2026051416,双歧杆菌数,配料糖添加量,7.6,numeric,71426333.7
YOG2026051416,双歧杆菌数,配料蛋白质含量,3.9,numeric,71426333.7
YOG2026051417,双歧杆菌数,发酵时间,7.3,numeric,62527519.6
YOG2026051417,双歧杆菌数,发酵温度,39.6,numeric,62527519.6
YOG2026051417,双歧杆菌数,菌种类型,HN019,categorical,62527519.6
YOG2026051417,双歧杆菌数,待装罐储存温度,6.2,numeric,62527519.6
YOG2026051417,双歧杆菌数,配料糖添加量,7.6,numeric,62527519.6
YOG2026051417,双歧杆菌数,配料蛋白质含量,3.6,numeric,62527519.6
YOG2026051418,双歧杆菌数,发酵时间,7.1,numeric,59116752.0
YOG2026051418,双歧杆菌数,发酵温度,41.0,numeric,59116752.0
YOG2026051418,双歧杆菌数,菌种类型,HN019,categorical,59116752.0
YOG2026051418,双歧杆菌数,待装罐储存温度,5.6,numeric,59116752.0
YOG2026051418,双歧杆菌数,配料糖添加量,8.0,numeric,59116752.0
YOG2026051418,双歧杆菌数,配料蛋白质含量,3.3,numeric,59116752.0
YOG2026051419,双歧杆菌数,发酵时间,7.2,numeric,61387443.5
YOG2026051419,双歧杆菌数,发酵温度,39.5,numeric,61387443.5
YOG2026051419,双歧杆菌数,菌种类型,HN019,categorical,61387443.5
YOG2026051419,双歧杆菌数,待装罐储存温度,6.0,numeric,61387443.5
YOG2026051419,双歧杆菌数,配料糖添加量,8.1,numeric,61387443.5
YOG2026051419,双歧杆菌数,配料蛋白质含量,3.4,numeric,61387443.5
YOG2026051420,双歧杆菌数,发酵时间,7.1,numeric,62432376.6
YOG2026051420,双歧杆菌数,发酵温度,38.9,numeric,62432376.6
YOG2026051420,双歧杆菌数,菌种类型,BL21,categorical,62432376.6
YOG2026051420,双歧杆菌数,待装罐储存温度,3.0,numeric,62432376.6
YOG2026051420,双歧杆菌数,配料糖添加量,8.8,numeric,62432376.6
YOG2026051420,双歧杆菌数,配料蛋白质含量,3.4,numeric,62432376.6
YOG2026051501,双歧杆菌数,发酵时间,6.5,numeric,69898752.0
YOG2026051501,双歧杆菌数,发酵温度,40.4,numeric,69898752.0
YOG2026051501,双歧杆菌数,菌种类型,Bb-12,categorical,69898752.0
YOG2026051501,双歧杆菌数,待装罐储存温度,5.2,numeric,69898752.0
YOG2026051501,双歧杆菌数,配料糖添加量,8.5,numeric,69898752.0
YOG2026051501,双歧杆菌数,配料蛋白质含量,3.7,numeric,69898752.0
YOG2026051502,双歧杆菌数,发酵时间,6.6,numeric,61229087.9
YOG2026051502,双歧杆菌数,发酵温度,38.9,numeric,61229087.9
YOG2026051502,双歧杆菌数,菌种类型,Bb-12,categorical,61229087.9
YOG2026051502,双歧杆菌数,待装罐储存温度,5.5,numeric,61229087.9
YOG2026051502,双歧杆菌数,配料糖添加量,7.8,numeric,61229087.9
YOG2026051502,双歧杆菌数,配料蛋白质含量,3.4,numeric,61229087.9
YOG2026051503,双歧杆菌数,发酵时间,7.7,numeric,62349123.2
YOG2026051503,双歧杆菌数,发酵温度,40.4,numeric,62349123.2
YOG2026051503,双歧杆菌数,菌种类型,HN019,categorical,62349123.2
YOG2026051503,双歧杆菌数,待装罐储存温度,4.5,numeric,62349123.2
YOG2026051503,双歧杆菌数,配料糖添加量,9.5,numeric,62349123.2
YOG2026051503,双歧杆菌数,配料蛋白质含量,3.4,numeric,62349123.2
YOG2026051504,双歧杆菌数,发酵时间,7.5,numeric,65067805.4
YOG2026051504,双歧杆菌数,发酵温度,40.0,numeric,65067805.4
YOG2026051504,双歧杆菌数,菌种类型,BL21,categorical,65067805.4
YOG2026051504,双歧杆菌数,待装罐储存温度,4.3,numeric,65067805.4
YOG2026051504,双歧杆菌数,配料糖添加量,9.1,numeric,65067805.4
YOG2026051504,双歧杆菌数,配料蛋白质含量,3.6,numeric,65067805.4
YOG2026051505,双歧杆菌数,发酵时间,7.3,numeric,64793741.1
YOG2026051505,双歧杆菌数,发酵温度,40.9,numeric,64793741.1
YOG2026051505,双歧杆菌数,菌种类型,HN019,categorical,64793741.1
YOG2026051505,双歧杆菌数,待装罐储存温度,3.6,numeric,64793741.1
YOG2026051505,双歧杆菌数,配料糖添加量,7.4,numeric,64793741.1
YOG2026051505,双歧杆菌数,配料蛋白质含量,3.3,numeric,64793741.1
YOG2026051506,双歧杆菌数,发酵时间,6.0,numeric,60399392.1
YOG2026051506,双歧杆菌数,发酵温度,41.6,numeric,60399392.1
YOG2026051506,双歧杆菌数,菌种类型,HN019,categorical,60399392.1
YOG2026051506,双歧杆菌数,待装罐储存温度,2.9,numeric,60399392.1
YOG2026051506,双歧杆菌数,配料糖添加量,7.8,numeric,60399392.1
YOG2026051506,双歧杆菌数,配料蛋白质含量,3.4,numeric,60399392.1
YOG2026051507,双歧杆菌数,发酵时间,7.2,numeric,60090857.0
YOG2026051507,双歧杆菌数,发酵温度,40.7,numeric,60090857.0
YOG2026051507,双歧杆菌数,菌种类型,BL21,categorical,60090857.0
YOG2026051507,双歧杆菌数,待装罐储存温度,4.9,numeric,60090857.0
YOG2026051507,双歧杆菌数,配料糖添加量,7.6,numeric,60090857.0
YOG2026051507,双歧杆菌数,配料蛋白质含量,3.5,numeric,60090857.0
YOG2026051508,双歧杆菌数,发酵时间,7.1,numeric,71099699.3
YOG2026051508,双歧杆菌数,发酵温度,39.8,numeric,71099699.3
YOG2026051508,双歧杆菌数,菌种类型,Bb-12,categorical,71099699.3
YOG2026051508,双歧杆菌数,待装罐储存温度,5.6,numeric,71099699.3
YOG2026051508,双歧杆菌数,配料糖添加量,8.3,numeric,71099699.3
YOG2026051508,双歧杆菌数,配料蛋白质含量,3.6,numeric,71099699.3
YOG2026051509,双歧杆菌数,发酵时间,7.3,numeric,65759752.7
YOG2026051509,双歧杆菌数,发酵温度,40.9,numeric,65759752.7
YOG2026051509,双歧杆菌数,菌种类型,HN019,categorical,65759752.7
YOG2026051509,双歧杆菌数,待装罐储存温度,4.2,numeric,65759752.7
YOG2026051509,双歧杆菌数,配料糖添加量,7.1,numeric,65759752.7
YOG2026051509,双歧杆菌数,配料蛋白质含量,3.6,numeric,65759752.7
YOG2026051510,双歧杆菌数,发酵时间,6.7,numeric,66558169.3
YOG2026051510,双歧杆菌数,发酵温度,39.6,numeric,66558169.3
YOG2026051510,双歧杆菌数,菌种类型,HN019,categorical,66558169.3
YOG2026051510,双歧杆菌数,待装罐储存温度,4.6,numeric,66558169.3
YOG2026051510,双歧杆菌数,配料糖添加量,8.9,numeric,66558169.3
YOG2026051510,双歧杆菌数,配料蛋白质含量,3.5,numeric,66558169.3
YOG2026051511,双歧杆菌数,发酵时间,7.2,numeric,64123497.5
YOG2026051511,双歧杆菌数,发酵温度,41.4,numeric,64123497.5
YOG2026051511,双歧杆菌数,菌种类型,Bb-12,categorical,64123497.5
YOG2026051511,双歧杆菌数,待装罐储存温度,4.2,numeric,64123497.5
YOG2026051511,双歧杆菌数,配料糖添加量,9.8,numeric,64123497.5
YOG2026051511,双歧杆菌数,配料蛋白质含量,3.6,numeric,64123497.5
YOG2026051512,双歧杆菌数,发酵时间,6.1,numeric,67222374.9
YOG2026051512,双歧杆菌数,发酵温度,40.6,numeric,67222374.9
YOG2026051512,双歧杆菌数,菌种类型,Bb-12,categorical,67222374.9
YOG2026051512,双歧杆菌数,待装罐储存温度,4.4,numeric,67222374.9
YOG2026051512,双歧杆菌数,配料糖添加量,8.9,numeric,67222374.9
YOG2026051512,双歧杆菌数,配料蛋白质含量,3.6,numeric,67222374.9
YOG2026051513,双歧杆菌数,发酵时间,6.9,numeric,65687504.1
YOG2026051513,双歧杆菌数,发酵温度,39.0,numeric,65687504.1
YOG2026051513,双歧杆菌数,菌种类型,HN019,categorical,65687504.1
YOG2026051513,双歧杆菌数,待装罐储存温度,3.8,numeric,65687504.1
YOG2026051513,双歧杆菌数,配料糖添加量,7.4,numeric,65687504.1
YOG2026051513,双歧杆菌数,配料蛋白质含量,3.4,numeric,65687504.1
YOG2026051514,双歧杆菌数,发酵时间,7.3,numeric,57759941.1
YOG2026051514,双歧杆菌数,发酵温度,41.3,numeric,57759941.1
YOG2026051514,双歧杆菌数,菌种类型,BL21,categorical,57759941.1
YOG2026051514,双歧杆菌数,待装罐储存温度,4.4,numeric,57759941.1
YOG2026051514,双歧杆菌数,配料糖添加量,7.2,numeric,57759941.1
YOG2026051514,双歧杆菌数,配料蛋白质含量,3.6,numeric,57759941.1
YOG2026051515,双歧杆菌数,发酵时间,7.6,numeric,66092421.5
YOG2026051515,双歧杆菌数,发酵温度,39.5,numeric,66092421.5
YOG2026051515,双歧杆菌数,菌种类型,HN019,categorical,66092421.5
YOG2026051515,双歧杆菌数,待装罐储存温度,3.9,numeric,66092421.5
YOG2026051515,双歧杆菌数,配料糖添加量,8.0,numeric,66092421.5
YOG2026051515,双歧杆菌数,配料蛋白质含量,3.3,numeric,66092421.5
YOG2026051516,双歧杆菌数,发酵时间,7.3,numeric,72365449.7
YOG2026051516,双歧杆菌数,发酵温度,39.9,numeric,72365449.7
YOG2026051516,双歧杆菌数,菌种类型,Bb-12,categorical,72365449.7
YOG2026051516,双歧杆菌数,待装罐储存温度,4.4,numeric,72365449.7
YOG2026051516,双歧杆菌数,配料糖添加量,7.4,numeric,72365449.7
YOG2026051516,双歧杆菌数,配料蛋白质含量,3.4,numeric,72365449.7
YOG2026051517,双歧杆菌数,发酵时间,7.4,numeric,58950249.3
YOG2026051517,双歧杆菌数,发酵温度,39.7,numeric,58950249.3
YOG2026051517,双歧杆菌数,菌种类型,BL21,categorical,58950249.3
YOG2026051517,双歧杆菌数,待装罐储存温度,5.7,numeric,58950249.3
YOG2026051517,双歧杆菌数,配料糖添加量,7.7,numeric,58950249.3
YOG2026051517,双歧杆菌数,配料蛋白质含量,3.5,numeric,58950249.3
YOG2026051518,双歧杆菌数,发酵时间,7.5,numeric,67180364.7
YOG2026051518,双歧杆菌数,发酵温度,38.9,numeric,67180364.7
YOG2026051518,双歧杆菌数,菌种类型,BL21,categorical,67180364.7
YOG2026051518,双歧杆菌数,待装罐储存温度,2.2,numeric,67180364.7
YOG2026051518,双歧杆菌数,配料糖添加量,6.9,numeric,67180364.7
YOG2026051518,双歧杆菌数,配料蛋白质含量,3.8,numeric,67180364.7
YOG2026051519,双歧杆菌数,发酵时间,6.7,numeric,67570119.7
YOG2026051519,双歧杆菌数,发酵温度,42.0,numeric,67570119.7
YOG2026051519,双歧杆菌数,菌种类型,Bb-12,categorical,67570119.7
YOG2026051519,双歧杆菌数,待装罐储存温度,3.4,numeric,67570119.7
YOG2026051519,双歧杆菌数,配料糖添加量,8.1,numeric,67570119.7
YOG2026051519,双歧杆菌数,配料蛋白质含量,3.8,numeric,67570119.7
YOG2026051520,双歧杆菌数,发酵时间,8.0,numeric,57196782.7
YOG2026051520,双歧杆菌数,发酵温度,41.6,numeric,57196782.7
YOG2026051520,双歧杆菌数,菌种类型,Bb-12,categorical,57196782.7
YOG2026051520,双歧杆菌数,待装罐储存温度,5.2,numeric,57196782.7
YOG2026051520,双歧杆菌数,配料糖添加量,8.7,numeric,57196782.7
YOG2026051520,双歧杆菌数,配料蛋白质含量,3.6,numeric,57196782.7
YOG2026051601,双歧杆菌数,发酵时间,7.4,numeric,77161216.0
YOG2026051601,双歧杆菌数,发酵温度,39.6,numeric,77161216.0
YOG2026051601,双歧杆菌数,菌种类型,Bb-12,categorical,77161216.0
YOG2026051601,双歧杆菌数,待装罐储存温度,3.2,numeric,77161216.0
YOG2026051601,双歧杆菌数,配料糖添加量,8.0,numeric,77161216.0
YOG2026051601,双歧杆菌数,配料蛋白质含量,3.5,numeric,77161216.0
YOG2026051602,双歧杆菌数,发酵时间,6.8,numeric,73160019.5
YOG2026051602,双歧杆菌数,发酵温度,40.6,numeric,73160019.5
YOG2026051602,双歧杆菌数,菌种类型,Bb-12,categorical,73160019.5
YOG2026051602,双歧杆菌数,待装罐储存温度,5.0,numeric,73160019.5
YOG2026051602,双歧杆菌数,配料糖添加量,8.1,numeric,73160019.5
YOG2026051602,双歧杆菌数,配料蛋白质含量,3.8,numeric,73160019.5
YOG2026051603,双歧杆菌数,发酵时间,6.4,numeric,65163636.7
YOG2026051603,双歧杆菌数,发酵温度,39.8,numeric,65163636.7
YOG2026051603,双歧杆菌数,菌种类型,BL21,categorical,65163636.7
YOG2026051603,双歧杆菌数,待装罐储存温度,3.3,numeric,65163636.7
YOG2026051603,双歧杆菌数,配料糖添加量,6.7,numeric,65163636.7
YOG2026051603,双歧杆菌数,配料蛋白质含量,3.5,numeric,65163636.7
YOG2026051604,双歧杆菌数,发酵时间,6.9,numeric,67103241.4
YOG2026051604,双歧杆菌数,发酵温度,41.2,numeric,67103241.4
YOG2026051604,双歧杆菌数,菌种类型,HN019,categorical,67103241.4
YOG2026051604,双歧杆菌数,待装罐储存温度,4.6,numeric,67103241.4
YOG2026051604,双歧杆菌数,配料糖添加量,7.3,numeric,67103241.4
YOG2026051604,双歧杆菌数,配料蛋白质含量,3.9,numeric,67103241.4
YOG2026051605,双歧杆菌数,发酵时间,7.6,numeric,69829146.1
YOG2026051605,双歧杆菌数,发酵温度,40.5,numeric,69829146.1
YOG2026051605,双歧杆菌数,菌种类型,Bb-12,categorical,69829146.1
YOG2026051605,双歧杆菌数,待装罐储存温度,3.8,numeric,69829146.1
YOG2026051605,双歧杆菌数,配料糖添加量,7.3,numeric,69829146.1
YOG2026051605,双歧杆菌数,配料蛋白质含量,3.4,numeric,69829146.1
YOG2026051606,双歧杆菌数,发酵时间,7.5,numeric,53871651.9
YOG2026051606,双歧杆菌数,发酵温度,41.5,numeric,53871651.9
YOG2026051606,双歧杆菌数,菌种类型,HN019,categorical,53871651.9
YOG2026051606,双歧杆菌数,待装罐储存温度,5.5,numeric,53871651.9
YOG2026051606,双歧杆菌数,配料糖添加量,7.7,numeric,53871651.9
YOG2026051606,双歧杆菌数,配料蛋白质含量,3.3,numeric,53871651.9
YOG2026051607,双歧杆菌数,发酵时间,7.1,numeric,65238001.1
YOG2026051607,双歧杆菌数,发酵温度,38.6,numeric,65238001.1
YOG2026051607,双歧杆菌数,菌种类型,Bb-12,categorical,65238001.1
YOG2026051607,双歧杆菌数,待装罐储存温度,4.3,numeric,65238001.1
YOG2026051607,双歧杆菌数,配料糖添加量,7.9,numeric,65238001.1
YOG2026051607,双歧杆菌数,配料蛋白质含量,3.4,numeric,65238001.1
YOG2026051608,双歧杆菌数,发酵时间,6.2,numeric,61652717.6
YOG2026051608,双歧杆菌数,发酵温度,40.4,numeric,61652717.6
YOG2026051608,双歧杆菌数,菌种类型,HN019,categorical,61652717.6
YOG2026051608,双歧杆菌数,待装罐储存温度,3.5,numeric,61652717.6
YOG2026051608,双歧杆菌数,配料糖添加量,7.2,numeric,61652717.6
YOG2026051608,双歧杆菌数,配料蛋白质含量,3.0,numeric,61652717.6
YOG2026051609,双歧杆菌数,发酵时间,7.0,numeric,60197964.7
YOG2026051609,双歧杆菌数,发酵温度,41.4,numeric,60197964.7
YOG2026051609,双歧杆菌数,菌种类型,Bb-12,categorical,60197964.7
YOG2026051609,双歧杆菌数,待装罐储存温度,5.7,numeric,60197964.7
YOG2026051609,双歧杆菌数,配料糖添加量,7.7,numeric,60197964.7
YOG2026051609,双歧杆菌数,配料蛋白质含量,3.4,numeric,60197964.7
YOG2026051610,双歧杆菌数,发酵时间,7.2,numeric,68722266.0
YOG2026051610,双歧杆菌数,发酵温度,39.2,numeric,68722266.0
YOG2026051610,双歧杆菌数,菌种类型,HN019,categorical,68722266.0
YOG2026051610,双歧杆菌数,待装罐储存温度,4.3,numeric,68722266.0
YOG2026051610,双歧杆菌数,配料糖添加量,8.5,numeric,68722266.0
YOG2026051610,双歧杆菌数,配料蛋白质含量,3.7,numeric,68722266.0
YOG2026051611,双歧杆菌数,发酵时间,6.9,numeric,75705820.1
YOG2026051611,双歧杆菌数,发酵温度,39.8,numeric,75705820.1
YOG2026051611,双歧杆菌数,菌种类型,HN019,categorical,75705820.1
YOG2026051611,双歧杆菌数,待装罐储存温度,3.1,numeric,75705820.1
YOG2026051611,双歧杆菌数,配料糖添加量,7.4,numeric,75705820.1
YOG2026051611,双歧杆菌数,配料蛋白质含量,3.5,numeric,75705820.1
YOG2026051612,双歧杆菌数,发酵时间,7.2,numeric,72315222.7
YOG2026051612,双歧杆菌数,发酵温度,40.7,numeric,72315222.7
YOG2026051612,双歧杆菌数,菌种类型,Bb-12,categorical,72315222.7
YOG2026051612,双歧杆菌数,待装罐储存温度,3.2,numeric,72315222.7
